X,data,volume,price,open,high,low,close,diff,times,result,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2014,107/03/06,795906,54167078,68.0,68.3,67.9,68.38000000000001,0.2,640,0,66.9,69.8,37.93103448,26.47402842,19.9033363,6.761952074,0
2015,107/03/07,1321353,89430804,68.0,68.0,67.6,68.30999999999999,-0.4,530,1,66.9,69.8,24.13793103,25.69532929,21.83400063,14.11134332,0
2016,107/03/08,1025577,69540036,67.6,67.9,67.6,68.19,0.2,686,1,66.9,69.8,31.03448276,27.47504711,23.71434946,16.19295415,0
2017,107/03/09,796294,54061311,68.0,68.0,67.7,68.08,0.1,460,1,66.9,69.8,34.48275862,29.81095095,25.74654995,17.61774797,0
2018,107/03/12,1079020,73655863,68.0,68.7,67.9,67.99,0.1,667,1,66.9,69.8,37.93103448,32.51764546,28.00358179,18.97545445,0
2019,107/03/13,1786491,121859879,68.1,68.6,67.9,67.92999999999999,0.5,920,0,66.9,68.7,88.88888889,51.30805994,35.77174117,4.699103643,1
2020,107/03/14,1602636,108735331,68.5,68.5,67.6,67.85,-0.7,774,1,67.0,68.7,47.05882353,49.8916478,40.47837671,21.65183454,0
2021,107/03/15,601292,40860605,67.8,68.2,67.7,67.87,0.1,398,0,67.4,68.7,38.46153846,46.08161135,42.34612159,34.87514208,1
2022,107/03/16,1519202,102960636,67.9,68.1,67.6,67.89000000000001,-0.3,749,0,67.6,68.7,0.0,30.72107424,38.47110581,53.97116895,0
2023,107/03/19,682172,46202996,67.7,67.9,67.6,67.86999999999999,0,452,1,67.6,68.7,0.0,20.48071616,32.47430926,56.46149546,0
2024,107/03/20,1227998,83188464,67.6,68.0,67.5,67.84,0.1,699,1,67.5,68.7,16.66666667,19.20936633,28.05266161,45.73925219,0
2025,107/03/21,1202964,82167318,67.7,68.5,67.7,67.91,0.6,692,0,67.5,68.7,66.66666667,35.02846644,30.37792989,21.07685679,0
2026,107/03/22,902949,61814903,68.5,68.9,68.2,67.96000000000001,0,573,0,67.5,68.9,57.14285714,42.39993001,34.38526326,18.35592977,0
2027,107/03/23,1195708,80444018,67.3,67.5,67.0,67.9,-1,820,0,67.0,68.9,15.78947368,33.5297779,34.10010147,35.24074862,0
2028,107/03/26,2113993,139587912,67.0,67.0,65.6,67.7,-1.3,1388,1,65.6,68.9,12.12121212,26.39358931,31.53126409,41.80661364,0
2029,107/03/27,1502210,100126772,66.6,67.1,66.0,67.56,1.1,1105,1,65.6,68.9,45.45454545,32.74724136,31.93658984,30.31528682,0
2030,107/03/28,1203324,81920949,67.1,68.5,67.1,67.6,1.1,987,1,65.6,68.9,78.78787879,48.0941205,37.3224334,15.77905918,1
2031,107/03/29,1051441,71787301,68.8,68.8,67.9,67.64,0.1,876,0,65.6,68.9,81.81818182,59.33547427,44.66011369,15.30939252,0
2032,107/03/30,378346,25756651,68.3,68.5,67.8,67.68999999999998,-0.2,296,0,65.6,68.9,75.75757576,64.8095081,51.37657849,24.51071927,1
2033,107/03/31,169099,11478532,68.1,68.1,67.8,67.71000000000001,-0.3,145,1,65.6,68.9,66.66666667,65.42856096,56.06057265,37.32459603,1
2034,107/04/02,454645,31019006,67.9,68.5,67.8,67.78,0.6,346,1,65.6,68.9,84.84848485,71.90186892,61.34100474,40.21927637,1
2035,107/04/03,1281296,88492573,68.2,69.5,68.1,67.89,1,1101,1,65.6,69.5,97.43589744,80.41321176,67.69840708,42.26879772,1
2036,107/04/09,1953359,136538930,70.0,70.2,69.6,68.07,0.7,1501,1,65.6,70.2,97.82608696,86.21750349,73.87143922,49.17931067,1
2037,107/04/10,871044,61102280,69.9,70.4,69.5,68.36,0.1,698,0,66.0,70.4,95.45454545,89.29651748,79.01313197,58.44636095,1
2038,107/04/11,803041,55470829,69.3,69.6,68.7,68.67,-1.1,671,0,67.1,70.4,60.60606061,79.73303185,79.2530986,78.29323209,1
2039,107/04/12,634391,43169488,68.5,68.9,67.9,68.75999999999999,-1.1,501,0,67.8,70.4,7.692307692,55.71945713,71.40855144,102.7867401,0
2040,107/04/13,1286208,87288694,68.0,68.0,67.7,68.71000000000001,-0.3,439,0,67.7,70.4,0.0,37.14630476,59.98780255,105.6707981,0
2041,107/04/16,704488,47556624,67.4,67.8,67.1,68.64,-0.1,486,0,67.1,70.4,15.15151515,29.81470822,49.93010444,90.16089687,0
2042,107/04/17,1075708,72553087,67.8,67.9,67.2,68.57,-0.2,660,0,67.1,70.4,9.090909091,22.90677518,40.92232802,76.9534337,0
2043,107/04/18,711227,48015394,67.8,67.9,67.0,68.52000000000001,-0.1,562,1,67.0,70.4,8.823529412,18.21235992,33.35233865,63.63229611,0
2044,107/04/19,593407,40029864,67.3,67.5,67.3,68.42999999999999,0.2,501,0,67.0,70.4,14.70588235,17.04353407,27.91607046,49.66114324,0
2045,107/04/20,240445,16214467,67.5,67.6,67.2,68.24000000000001,0,166,0,67.0,70.4,14.70588235,16.26431683,24.03215258,39.56782409,0
2046,107/04/23,289693,19514874,67.5,67.5,67.2,67.97999999999999,0,205,0,67.0,69.6,19.23076923,17.2531343,21.77247982,30.81117087,0
2047,107/04/24,1128354,75834358,67.3,67.5,67.0,67.66,-0.5,298,0,67.0,68.9,0.0,11.50208953,18.34901639,32.04287011,0
2048,107/04/25,408334,27121038,66.1,66.8,66.1,67.39000000000001,-0.6,333,0,66.1,68.0,15.78947368,12.93121758,16.54308345,23.7668152,0
2049,107/04/26,871535,57688352,66.4,66.6,66.0,67.23,0,599,1,66.0,67.9,21.05263158,15.63835558,16.2415075,17.44781133,0
2050,107/04/27,952024,63415489,66.2,67.0,66.0,67.15,0.5,700,0,66.0,67.9,47.36842105,26.21504407,19.56601969,6.267970921,0
2051,107/04/30,252801,16864619,66.9,66.9,66.4,67.05,-0.3,216,1,66.0,67.9,31.57894737,28.00301184,22.3783504,11.12902754,0
2052,107/05/02,826398,55448314,66.4,67.4,66.4,67.05,0.8,567,0,66.0,67.6,87.5,47.83534122,30.86401401,-3.078640416,1
2053,107/05/03,1027288,68436647,66.7,66.9,66.4,66.96000000000001,-1,783,0,66.0,67.6,25.0,40.22356082,33.98386295,21.50446721,0
2054,107/05/04,711375,47015017,66.3,66.4,66.0,66.81000000000002,-0.4,574,0,66.0,67.5,0.0,26.81570721,31.5944777,41.15201868,0
2055,107/05/07,921241,60178978,66.0,66.0,65.0,66.56000000000002,-1,741,0,65.0,67.5,0.0,17.87713814,27.02203118,45.31181726,0
2056,107/05/08,746247,48562894,65.0,65.5,65.0,66.31000000000002,0,605,0,65.0,67.4,0.0,11.91809209,21.98738482,42.12597027,0
2057,107/05/09,687508,44692917,65.0,65.2,64.9,66.11000000000001,0,533,0,64.9,67.4,4.0,9.278728063,17.7511659,34.69604157,0
2058,107/05/10,1049647,67438449,64.8,64.9,64.0,65.87,-1,801,0,64.0,67.4,0.0,6.185818708,13.89605017,29.31651309,0
2059,107/05/11,1409552,88588150,64.0,64.0,62.5,65.47999999999999,-1.5,1128,0,62.5,67.4,0.0,4.123879139,10.63865983,23.6682212,0
2060,107/05/14,2372935,142813345,62.2,62.2,59.8,64.81,-2.3,1674,0,59.8,67.4,5.263157895,4.503638724,8.593652792,16.77368093,0
2061,107/05/15,3634289,214999712,59.6,59.6,58.9,64.07000000000001,-1,2239,0,58.9,66.9,3.75,4.252425816,7.146577133,12.93487977,0
2062,107/05/16,1955028,115461823,59.2,59.6,58.8,63.230000000000004,-0.2,1394,1,58.8,66.4,2.631578947,3.712143527,6.001765931,10.58101074,0
2063,107/05/17,1970488,118177360,59.1,60.4,59.1,62.56,0.7,1361,0,58.8,66.0,12.5,6.641429018,6.21498696,5.362102844,0
