volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
8100162,2427703282,299.0,303.0,296.5,301.0,4263,292.0,307.0,60.0,66.77212421,69.7654758,75.75217899,0
10376719,3152730919,297.5,307.5,297.5,300.0,5525,294.5,307.5,42.30769231,58.61731357,66.04942172,80.91363803,1
11617109,3566334106,304.0,309.5,302.5,309.5,6605,294.5,309.5,100.0,72.41154238,68.17012861,59.68730107,0
8455746,2622196817,309.5,312.5,307.5,310.5,4353,294.5,312.5,88.88888889,77.90399122,71.41474948,58.436266,0
12539320,3982510120,312.0,322.5,311.5,317.0,8073,294.5,322.5,80.35714286,78.72170843,73.85040246,64.10779053,0
10215713,3261185234,317.0,320.5,317.0,319.0,5451,294.5,322.5,87.5,81.64780562,76.44953685,66.05299931,1
6017705,1896267707,319.0,319.0,313.5,313.5,3822,295.0,322.5,67.27272727,76.85611284,76.58506218,76.04296086,0
8616499,2743713183,313.5,321.0,313.5,318.0,4645,295.0,322.5,83.63636364,79.11619644,77.4287736,74.05392792,1
12301493,3925794781,322.0,322.5,317.0,317.0,5719,296.5,322.5,78.84615385,79.02618224,77.96124315,75.83136496,1
18084889,6054487648,321.5,344.0,320.5,334.0,11517,297.5,344.0,78.49462366,78.84899605,78.25716078,77.07349025,0
16137222,5490746480,335.0,344.0,335.0,342.5,10246,302.5,344.0,96.38554217,84.69451142,80.40294433,71.81981014,1
12857200,4371958070,348.0,348.0,335.0,336.0,9317,307.5,348.0,70.37037037,79.91979774,80.24189546,80.88609092,0
5677495,1917408825,339.0,342.0,335.0,336.0,4026,311.5,348.0,67.12328767,75.65429438,78.7126951,84.82949654,0
6414475,2101407300,324.0,334.0,323.0,328.0,4629,313.5,348.0,42.02898551,64.44585809,73.95708276,92.97953211,1
11777725,4033222125,328.5,347.5,328.0,347.0,8240,313.5,348.0,97.10144928,75.33105515,74.41507356,72.58311038,1
12445408,4238582628,343.0,345.0,334.0,342.5,9095,313.5,348.0,84.05797101,78.24002711,75.69005808,70.59012002,1
6476805,2177788815,338.0,341.5,333.0,333.0,4538,317.0,348.0,51.61290323,69.36431915,73.58147843,82.01579701,1
6907204,2319100669,337.5,341.0,331.0,331.0,4704,320.5,348.0,38.18181818,58.97015216,68.71103634,88.19280471,1
10060735,3444179400,339.0,346.5,338.5,340.0,6832,323.0,348.0,68.0,61.98010144,66.46739137,75.44197124,0
2089136,710858161,343.0,344.0,339.0,340.5,1595,323.0,348.0,70.0,64.65340096,65.8627279,68.28138179,1
3080504,1044401848,343.5,343.5,336.0,336.5,2400,323.0,347.5,55.10204082,61.46961424,64.39835668,70.25584156,0
7879106,2591642804,333.5,334.0,326.5,328.0,5223,323.0,347.5,20.40816327,47.78246392,58.85972576,81.01424945,0
6833784,2254810529,331.0,333.0,327.5,327.5,4442,326.5,347.5,4.761904762,33.44227753,50.38724302,84.27717399,0
4664776,1533207133,330.0,331.0,326.0,327.0,3158,326.0,346.5,4.87804878,23.92086795,41.565118,76.85361809,0
9673560,3276658983,330.0,343.0,329.5,339.0,5731,326.0,346.5,63.41463415,37.08545668,40.07189756,46.04477931,1
5856142,1956379286,339.5,342.0,330.5,331.5,4257,326.0,346.5,26.82926829,33.66672722,37.93684078,46.4770679,1
4800170,1614479520,335.0,338.0,334.0,336.0,3074,326.0,346.5,48.7804878,38.70464741,38.19277632,37.16903414,0
7929952,2709370382,340.0,346.0,338.5,342.0,4899,326.0,346.0,80.0,52.46976494,42.95177253,23.9157877,0
5928455,2014076745,345.0,345.0,336.0,340.0,4011,326.0,346.0,70.0,58.31317663,48.07224056,27.59036843,1
29146106,10533810175,345.0,373.0,345.0,362.0,16649,326.0,373.0,76.59574468,64.40736598,53.51728237,31.73711515,1
18316689,6688416165,370.0,374.5,357.5,360.5,10726,326.0,374.5,71.13402062,66.64958419,57.89471631,40.38498054,1
10760973,3824870968,357.0,362.0,351.0,354.5,6048,326.0,374.5,58.7628866,64.02068499,59.93670587,51.76874762,0
8170123,2911181595,356.0,363.0,350.5,350.5,5658,329.5,374.5,46.66666667,58.23601222,59.36980799,61.63739952,0
10638684,3619653249,352.0,354.0,330.0,341.5,7539,330.0,374.5,25.84269663,47.43824036,55.39261878,71.30137562,1
7676548,2592094224,338.5,346.0,334.5,337.0,5152,330.0,374.5,15.73033708,36.86893926,49.21805894,73.91629829,0
12585799,4183385670,341.0,344.5,321.0,323.5,8400,321.0,374.5,4.672897196,26.13692524,41.52434771,72.29919264,0
8263068,2754050073,337.0,339.5,325.5,339.5,6059,321.0,374.5,34.57943925,28.95109658,37.333264,54.09759883,1
10585708,3555601220,328.0,341.0,327.0,340.0,6560,321.0,374.5,35.51401869,31.13873728,35.26842176,43.52779071,0
9126980,3057254740,341.5,343.0,330.0,331.0,5643,321.0,374.5,18.69158879,26.98968778,32.50884377,43.54715573,1
12988126,4144889072,328.0,329.0,312.0,320.0,8795,312.0,363.0,15.68627451,23.22188336,29.4131903,41.79580417,1
6275448,2029315218,315.0,328.0,315.0,325.5,4269,312.0,363.0,26.47058824,24.30478498,27.71038853,34.52159561,1
7337344,2353204780,332.0,332.5,317.0,318.5,5521,312.0,354.0,15.47619048,21.36192015,25.5942324,34.0588569,0
5086816,1649148200,319.0,326.0,319.0,325.0,3741,312.0,346.0,38.23529412,26.98637814,26.05828098,24.20208666,0
4855243,1592056447,325.5,330.5,322.5,328.0,3478,312.0,344.5,49.23076923,34.40117517,28.83924571,17.71538679,0
4831038,1591581711,328.0,331.5,326.0,329.5,2729,312.0,343.0,56.4516129,41.75132108,33.14327083,15.92717034,0
11336872,3655616336,329.5,330.5,317.0,319.5,6141,312.0,343.0,24.19354839,35.89873018,34.06175728,30.38781148,1
5398227,1733270017,325.0,326.0,318.0,320.0,3892,312.0,343.0,25.80645161,32.53463733,33.5527173,35.58887724,1
3768594,1206626462,324.0,324.0,318.5,319.0,2769,312.0,332.5,34.14634146,33.07187204,33.39243554,34.03356256,0
3594624,1145588680,320.0,322.0,315.0,319.0,2657,315.0,332.5,22.85714286,29.66696231,32.15061113,37.11790878,0
8766504,2723461981,318.5,318.5,307.0,310.0,5677,307.0,332.5,11.76470588,23.6995435,29.33358859,40.60167877,1
5357335,1665111011,311.5,315.0,307.0,313.0,3646,307.0,331.5,24.48979592,23.96296097,27.54337938,34.70421621,1
3005338,946411308,315.5,317.0,313.5,314.0,2250,307.0,331.5,28.57142857,25.49911684,26.86195854,29.58764193,1
6695276,2131424596,315.0,322.0,313.0,320.5,4551,307.0,331.5,55.10204082,35.36675817,29.69689175,18.35715891,1
6587676,2109013187,323.0,323.0,317.5,320.0,3893,307.0,330.5,55.31914894,42.01755509,33.80377953,17.3762284,0
4097555,1316904710,323.0,323.0,318.0,322.0,2629,307.0,326.0,78.94736842,54.32749287,40.64501731,13.28006619,0
4971678,1611594672,322.0,326.5,319.0,324.0,3328,307.0,326.5,87.17948718,65.27815764,48.85606408,16.01187698,0
3884905,1247808195,324.0,325.5,318.5,318.5,2888,307.0,326.5,58.97435897,63.17689142,53.62967319,34.53523675,0
2389488,756471208,319.0,319.5,315.0,315.0,1890,307.0,326.5,41.02564103,55.79314129,54.35082923,51.4662051,0
5019062,1561375974,312.5,313.5,310.0,310.0,3541,307.0,326.5,15.38461538,42.32363265,50.3417637,66.3780258,1
10028970,3115230639,313.0,313.0,308.5,311.5,4437,308.5,326.5,16.66666667,33.77131066,44.81827935,66.91221674,1
3291068,1041189192,313.5,319.0,313.0,319.0,2601,308.5,326.5,58.33333333,41.95865155,43.86507008,47.67790716,0
9003494,2945547026,319.5,330.5,319.5,329.5,5632,308.5,330.5,95.45454545,59.79061618,49.17358545,27.93952399,0
4005678,1309186448,330.5,330.5,324.5,325.0,2703,308.5,330.5,75.0,64.86041079,54.40252723,33.48676011,0
