X,volume,price,open,high,low,close,times,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result
2014,795906,54167078,68.0,68.3,67.9,68.0,640,66.9,69.8,37.93103448,26.47402842,19.9033363,6.761952074,0
2015,1321353,89430804,68.0,68.0,67.6,67.6,530,66.9,69.8,24.13793103,25.69532929,21.83400063,14.11134332,0
2016,1025577,69540036,67.6,67.9,67.6,67.8,686,66.9,69.8,31.03448276,27.47504711,23.71434946,16.19295415,0
2017,796294,54061311,68.0,68.0,67.7,67.9,460,66.9,69.8,34.48275862,29.81095095,25.74654995,17.61774797,0
2018,1079020,73655863,68.0,68.7,67.9,68.0,667,66.9,69.8,37.93103448,32.51764546,28.00358179,18.97545445,0
2019,1786491,121859879,68.1,68.6,67.9,68.5,920,66.9,68.7,88.88888889,51.30805994,35.77174117,4.699103643,0
2020,1602636,108735331,68.5,68.5,67.6,67.8,774,67.0,68.7,47.05882353,49.8916478,40.47837671,21.65183454,0
2021,601292,40860605,67.8,68.2,67.7,67.9,398,67.4,68.7,38.46153846,46.08161135,42.34612159,34.87514208,0
2022,1519202,102960636,67.9,68.1,67.6,67.6,749,67.6,68.7,0.0,30.72107424,38.47110581,53.97116895,0
2023,682172,46202996,67.7,67.9,67.6,67.6,452,67.6,68.7,0.0,20.48071616,32.47430926,56.46149546,0
2024,1227998,83188464,67.6,68.0,67.5,67.7,699,67.5,68.7,16.66666667,19.20936633,28.05266161,45.73925219,0
2025,1202964,82167318,67.7,68.5,67.7,68.3,692,67.5,68.7,66.66666667,35.02846644,30.37792989,21.07685679,0
2026,902949,61814903,68.5,68.9,68.2,68.3,573,67.5,68.9,57.14285714,42.39993001,34.38526326,18.35592977,0
2027,1195708,80444018,67.3,67.5,67.0,67.3,820,67.0,68.9,15.78947368,33.5297779,34.10010147,35.24074862,0
2028,2113993,139587912,67.0,67.0,65.6,66.0,1388,65.6,68.9,12.12121212,26.39358931,31.53126409,41.80661364,0
2029,1502210,100126772,66.6,67.1,66.0,67.1,1105,65.6,68.9,45.45454545,32.74724136,31.93658984,30.31528682,0
